barcode,cycle_id,current(A),voltage(V),time(s)
demo,147,0.638888231,4.000000213,754950
demo,147,0.608096548,4.000000054,754960
demo,147,0.578780296,3.999999874,754970
demo,147,0.550890964,3.999999876,754980
demo,147,0.524349034,4.000000055,754990
demo,147,0.499075383,4.000000035,755000
demo,147,0.475013082,3.999999958,755010
demo,147,0.452108637,3.999999858,755020
demo,147,0.430309196,3.999999825,755030
demo,147,0.4095715,4.000000036,755040
demo,147,0.389831965,4.000000246,755050
demo,147,0.371039606,4.000000367,755060
demo,147,0.353147585,4.000000377,755070
demo,147,0.336113771,4.000000339,755080
demo,147,0.319898627,4.000000276,755090
demo,147,0.304455831,4.00000002,755100
demo,147,0.28975237,3.999999679,755110
demo,147,0.275780906,3.999999816,755120
demo,147,0.26250995,4.000000431,755130
demo,147,0.249892174,4.000001243,755140
demo,147,0.237845752,4.000001346,755150
demo,147,0.226347836,4.000000821,755160
demo,147,0.215387068,3.999999967,755170
demo,147,0.204975511,3.999999582,755180
demo,147,0.195084279,3.999999572,755190
demo,147,0.185676182,3.999999673,755200
demo,147,0.176711108,3.99999958,755210
demo,147,0.16817445,3.999999406,755220
demo,147,0.160056808,3.999999352,755230
demo,147,0.152338323,3.999999462,755240
demo,147,0.144999421,3.999999707,755250
demo,147,0.138024026,4.000000091,755260
demo,147,0.131384066,4.000000448,755270
demo,147,0.125053391,4.000000605,755280
demo,147,0.119014629,4.000000506,755290
demo,147,0.113250709,4.0000001,755300
demo,147,0.107764685,3.999999721,755310
demo,147,0.102544727,3.99999939,755320
demo,147,-2,3.956199551,755330
demo,147,-2,3.951256306,755340
demo,147,-2,3.947284593,755350
demo,147,-2,3.943899273,755360
demo,147,-2,3.940891344,755370
demo,147,-2,3.938117244,755380
demo,147,-2,3.935485677,755390
demo,147,-2,3.932944292,755400
demo,147,-2,3.930460501,755410
demo,147,-2,3.928106488,755420
demo,147,-2,3.925773152,755430
demo,147,-2,3.923452512,755440
demo,147,-2,3.921140255,755450
demo,147,-2,3.91883267,755460
demo,147,-2,3.916528147,755470
demo,147,-2,3.914225015,755480
demo,147,-2,3.911922772,755490
demo,147,-2,3.909620889,755500
demo,147,-2,3.907319457,755510
demo,147,-2,3.905015651,755520
demo,147,-2,3.902792845,755530
demo,147,-2,3.900909363,755540
demo,147,-2,3.899025467,755550
demo,147,-2,3.897140407,755560
demo,147,-2,3.895253068,755570
demo,147,-2,3.893365539,755580
demo,147,-2,3.891477729,755590
demo,147,-2,3.889589547,755600
demo,147,-2,3.887697932,755610
demo,147,-2,3.885804008,755620
demo,147,-2,3.883909816,755630
demo,147,-2,3.882015352,755640
demo,147,-2,3.88012061,755650
demo,147,-2,3.878218577,755660
demo,147,-2,3.876257126,755670
demo,147,-2,3.874170632,755680
demo,147,-2,3.87208384,755690
demo,147,-2,3.86999496,755700
demo,147,-2,3.867894351,755710
demo,147,-2,3.865793432,755720
demo,147,-2,3.863692223,755730
demo,147,-2,3.861590732,755740
demo,147,-2,3.859480102,755750
demo,147,-2,3.857356113,755760
demo,147,-2,3.855231845,755770
demo,147,-2,3.8531073,755780
demo,147,-2,3.850982479,755790
demo,147,-2,3.848832738,755800
demo,147,-2,3.846910646,755810
demo,147,-2,3.845180065,755820
demo,147,-2,3.843449212,755830
demo,147,-2,3.841718088,755840
demo,147,-2,3.839929616,755850
demo,147,-2,3.83813728,755860
demo,147,-2,3.836344675,755870
demo,147,-2,3.834551803,755880
demo,147,-2,3.832738334,755890
demo,147,-2,3.830847761,755900
demo,147,-2,3.828956921,755910
demo,147,-2,3.827065817,755920
demo,147,-2,3.82517033,755930
demo,147,-2,3.823135016,755940
demo,147,-2,3.821023524,755950
demo,147,-2,3.818911774,755960
demo,147,-2,3.816799764,755970
demo,147,-2,3.814687496,755980
demo,147,-2,3.812431771,755990
demo,147,-2,3.810127078,756000
demo,147,-2,3.807822129,756010
demo,147,-2,3.805516924,756020
demo,147,-2,3.803208486,756030
demo,147,-2,3.800699548,756040
demo,147,-2,3.798190355,756050
demo,147,-2,3.795680908,756060
demo,147,-2,3.79291598,756070
demo,147,-2,3.79005123,756080
demo,147,-2,3.787085946,756090
demo,147,-2,3.784120409,756100
demo,147,-2,3.781154618,756110
demo,147,-2,3.778188574,756120
demo,147,-2,3.775218982,756130
demo,147,-2,3.77224646,756140
demo,147,-2,3.769273683,756150
demo,147,-2,3.766300653,756160
demo,147,-2,3.76328242,756170
demo,147,-2,3.76035123,756180
demo,147,-2,3.757442834,756190
demo,147,-2,3.754534182,756200
demo,147,-2,3.751625275,756210
demo,147,-2,3.748733052,756220
demo,147,-2,3.746015258,756230
demo,147,-2,3.743297207,756240
demo,147,-2,3.740578899,756250
demo,147,-2,3.737860333,756260
demo,147,-2,3.735206017,756270
demo,147,-2,3.732733501,756280
demo,147,-2,3.730458522,756290
demo,147,-2,3.728183282,756300
demo,147,-2,3.725907781,756310
demo,147,-2,3.723716389,756320
demo,147,-2,3.721575302,756330
demo,147,-2,3.719433951,756340
demo,147,-2,3.717292335,756350
demo,147,-2,3.715150455,756360
demo,147,-2,3.713086773,756370
demo,147,-2,3.711032158,756380
demo,147,-2,3.708977274,756390
demo,147,-2,3.706922121,756400
demo,147,-2,3.704841841,756410
demo,147,-2,3.702648937,756420
demo,147,-2,3.700455761,756430
demo,147,-2,3.698262311,756440
demo,147,-2,3.696068586,756450
demo,147,-2,3.693887777,756460
demo,147,-2,3.691724137,756470
demo,147,-2,3.689560218,756480
demo,147,-2,3.687396018,756490
demo,147,-2,3.685231536,756500
demo,147,-2,3.683079616,756510
demo,147,-2,3.680932943,756520
demo,147,-2,3.678785981,756530
demo,147,-2,3.676951175,756540
demo,147,-2,3.675199002,756550
demo,147,-2,3.673458829,756560
demo,147,-2,3.671718775,756570
demo,147,-2,3.669978424,756580
demo,147,-2,3.668237774,756590
demo,147,-2,3.666499469,756600
demo,147,-2,3.664769437,756610
demo,147,-2,3.663039099,756620
demo,147,-2,3.661308452,756630
demo,147,-2,3.659577495,756640
demo,147,-2,3.657852421,756650
demo,147,-2,3.656133122,756660
demo,147,-2,3.654413505,756670
demo,147,-2,3.652701125,756680
demo,147,-2,3.651121716,756690
demo,147,-2,3.649553344,756700
demo,147,-2,3.647987985,756710
demo,147,-2,3.646422294,756720
demo,147,-2,3.644856267,756730
demo,147,-2,3.643290619,756740
demo,147,-2,3.641741358,756750
demo,147,-2,3.640191752,756760
demo,147,-2,3.638641797,756770
demo,147,-2,3.63709149,756780
demo,147,-2,3.635546842,756790
demo,147,-2,3.63401525,756800
demo,147,-2,3.632483294,756810
demo,147,-2,3.630950971,756820
demo,147,-2,3.629418278,756830
demo,147,-2,3.627901335,756840
demo,147,-2,3.626395789,756850
demo,147,-2,3.624889858,756860
demo,147,-2,3.62338354,756870
demo,147,-2,3.62187683,756880
demo,147,-2,3.620431133,756890
demo,147,-2,3.619116524,756900
demo,147,-2,3.617801508,756910
demo,147,-2,3.616486082,756920
demo,147,-2,3.615170478,756930
demo,147,-2,3.613856304,756940
demo,147,-2,3.612541703,756950
demo,147,-2,3.611226669,756960
demo,147,-2,3.609911196,756970
demo,147,-2,3.608595105,756980
demo,147,-2,3.60727828,756990
demo,147,-2,3.605961,757000
demo,147,-2,3.604643258,757010
demo,147,-2,3.603325047,757020
demo,147,-2,3.601992583,757030
demo,147,-2,3.600652273,757040
demo,147,-2,3.599311475,757050
demo,147,-2,3.597970181,757060
demo,147,-2,3.596628383,757070
demo,147,-2,3.595243445,757080
demo,147,-2,3.593854285,757090
demo,147,-2,3.592515992,757100
demo,147,-2,3.591389518,757110
demo,147,-2,3.590248954,757120
demo,147,-2,3.589049515,757130
demo,147,-2,3.587849517,757140
demo,147,-2,3.586648949,757150
demo,147,-2,3.585447803,757160
demo,147,-2,3.584201749,757170
demo,147,-2,3.582902419,757180
demo,147,-2,3.581602481,757190
demo,147,-2,3.580301925,757200
demo,147,-2,3.579000741,757210
demo,147,-2,3.577612881,757220
demo,147,-2,3.576191791,757230
demo,147,-2,3.574770038,757240
demo,147,-2,3.573347612,757250
demo,147,-2,3.571924499,757260
demo,147,-2,3.570367454,757270
demo,147,-2,3.56880886,757280
demo,147,-2,3.567249541,757290
demo,147,-2,3.565666048,757300
demo,147,-2,3.563989332,757310
demo,147,-2,3.562207294,757320
demo,147,-2,3.560424475,757330
demo,147,-2,3.558640859,757340
demo,147,-2,3.55685643,757350
demo,147,-2,3.554996294,757360
demo,147,-2,3.553069069,757370
demo,147,-2,3.551140979,757380
demo,147,-2,3.549212008,757390
demo,147,-2,3.547282135,757400
demo,147,-2,3.545245032,757410
demo,147,-2,3.543180241,757420
demo,147,-2,3.541114489,757430
demo,147,-2,3.539047756,757440
demo,147,-2,3.53697199,757450
demo,147,-2,3.534784017,757460
demo,147,-2,3.532594994,757470
demo,147,-2,3.530404897,757480
demo,147,-2,3.528213699,757490
demo,147,-2,3.52598713,757500
demo,147,-2,3.523736248,757510
demo,147,-2,3.521493521,757520
demo,147,-2,3.519249586,757530
demo,147,-2,3.51700441,757540
demo,147,-2,3.514706742,757550
demo,147,-2,3.512374194,757560
demo,147,-2,3.510040311,757570
demo,147,-2,3.507705057,757580
demo,147,-2,3.505368395,757590
demo,147,-2,3.502966981,757600
demo,147,-2,3.500554825,757610
demo,147,-2,3.498141144,757620
demo,147,-2,3.495725898,757630
demo,147,-2,3.493298637,757640
demo,147,-2,3.490806198,757650
demo,147,-2,3.488312056,757660
demo,147,-2,3.485816163,757670
demo,147,-2,3.483318466,757680
demo,147,-2,3.480776158,757690
demo,147,-2,3.47817018,757700
demo,147,-2,3.475562232,757710
demo,147,-2,3.472921952,757720
demo,147,-2,3.470165195,757730
demo,147,-2,3.467278328,757740
demo,147,-2,3.464328311,757750
demo,147,-2,3.461375992,757760
demo,147,-2,3.458421294,757770
demo,147,-2,3.455464139,757780
demo,147,-2,3.452180381,757790
demo,147,-2,3.448875428,757800
demo,147,-2,3.445567753,757810
demo,147,-2,3.442257259,757820
demo,147,-2,3.43880694,757830
demo,147,-2,3.434957333,757840
demo,147,-2,3.431104585,757850
demo,147,-2,3.427248576,757860
demo,147,-2,3.423389181,757870
demo,147,-2,3.419311989,757880
demo,147,-2,3.415001308,757890
demo,147,-2,3.410686821,757900
demo,147,-2,3.406368371,757910
demo,147,-2,3.402045792,757920
demo,147,-2,3.397673991,757930
demo,147,-2,3.393290112,757940
demo,147,-2,3.388901545,757950
demo,147,-2,3.384508079,757960
demo,147,-2,3.380112419,757970
demo,147,-2,3.375861395,757980
demo,147,-2,3.371604757,757990
demo,147,-2,3.367342235,758000
demo,147,-2,3.363073538,758010
demo,147,-2,3.358860678,758020
demo,147,-2,3.354462931,758030
demo,147,-2,3.350010989,758040
demo,147,-2,3.345551485,758050
demo,147,-2,3.341084003,758060
demo,147,-2,3.336609767,758070
demo,147,-2,3.332127957,758080
demo,147,-2,3.327636715,758090
demo,147,-2,3.323135474,758100
demo,147,-2,3.318623615,758110
demo,147,-2,3.313623262,758120
demo,147,-2,3.30854164,758130
demo,147,-2,3.3034801,758140
demo,147,-2,3.298404857,758150
demo,147,-2,3.293156944,758160
demo,147,-2,3.28634296,758170
demo,147,-2,3.279512064,758180
demo,147,-2,3.272662952,758190
demo,147,-2,3.265794173,758200
demo,147,-2,3.257517698,758210
demo,147,-2,3.246762092,758220
demo,147,-2,3.235958713,758230
demo,147,-2,3.2250947,758240
demo,147,-2,3.214200648,758250
demo,147,-2,3.198236488,758260
demo,147,-2,3.179266723,758270
demo,147,-2,3.160256635,758280
demo,147,-2,3.141201687,758290
demo,147,-2,3.122096591,758300
demo,147,-2,3.088306926,758310
demo,147,-2,3.052782358,758320
demo,147,-2,3.017174536,758330
demo,147,-2,2.981093314,758340
demo,147,-2,2.939453849,758350
demo,147,-2,2.870219944,758360
demo,147,-2,2.800853792,758370
demo,148,4,3.170149895,758380
demo,148,4,3.24546124,758390
demo,148,4,3.311953729,758400
demo,148,4,3.349465228,758410
demo,148,4,3.386119382,758420
demo,148,4,3.409614413,758430
demo,148,4,3.429459756,758440
demo,148,4,3.445811073,758450
demo,148,4,3.457684839,758460
demo,148,4,3.469349209,758470
demo,148,4,3.477818341,758480
demo,148,4,3.486342283,758490
demo,148,4,3.494218036,758500
demo,148,4,3.501783072,758510
demo,148,4,3.509395048,758520
demo,148,4,3.517055839,758530
demo,148,4,3.524758636,758540
demo,148,4,3.532189619,758550
demo,148,4,3.539643825,758560
demo,148,4,3.547314283,758570
demo,148,4,3.555140576,758580
demo,148,4,3.562945431,758590
demo,148,4,3.570724074,758600
demo,148,4,3.578528234,758610
demo,148,4,3.585590475,758620
demo,148,4,3.592552622,758630
demo,148,4,3.599043725,758640
demo,148,4,3.604981838,758650
demo,148,4,3.610848403,758660
demo,148,4,3.616135794,758670
demo,148,4,3.621439365,758680
demo,148,4,3.626470154,758690
demo,148,4,3.631196473,758700
demo,148,4,3.635793685,758710
demo,148,4,3.64027768,758720
demo,148,4,3.644769615,758730
demo,148,4,3.649129779,758740
demo,148,4,3.653501036,758750
demo,148,4,3.657786702,758760
demo,148,4,3.662033462,758770
demo,148,4,3.666239627,758780
demo,148,4,3.670335564,758790
demo,148,4,3.674440244,758800
demo,148,4,3.678469987,758810
demo,148,4,3.68249499,758820
demo,148,4,3.686393742,758830
demo,148,4,3.690195472,758840
demo,148,4,3.693952405,758850
demo,148,4,3.697501991,758860
demo,148,4,3.701058088,758870
demo,148,4,3.704386888,758880
demo,148,4,3.707673208,758890
demo,148,4,3.710834796,758900
demo,148,4,3.713731421,758910
demo,148,4,3.716568712,758920
demo,148,4,3.719168432,758930
demo,148,4,3.721773231,758940
demo,148,4,3.724210595,758950
demo,148,4,3.726587954,758960
demo,148,4,3.728900145,758970
demo,148,4,3.731092566,758980
demo,148,4,3.733288748,758990
demo,148,4,3.735345927,759000
demo,148,4,3.73782792,759010
demo,148,4,3.740361226,759020
demo,148,4,3.742864088,759030
demo,148,4,3.745359825,759040
demo,148,4,3.747828032,759050
demo,148,4,3.75029982,759060
demo,148,4,3.752774277,759070
demo,148,4,3.755252045,759080
demo,148,4,3.757735355,759090
demo,148,4,3.760223878,759100
demo,148,4,3.762810412,759110
demo,148,4,3.765691018,759120
demo,148,4,3.768574665,759130
demo,148,4,3.771505845,759140
demo,148,4,3.774451188,759150
demo,148,4,3.777416201,759160
demo,148,4,3.780406069,759170
demo,148,4,3.783401019,759180
demo,148,4,3.786431238,759190
demo,148,4,3.789464117,759200
demo,148,4,3.792520222,759210
demo,148,4,3.79583293,759220
demo,148,4,3.799192875,759230
demo,148,4,3.802571655,759240
demo,148,4,3.805952893,759250
demo,148,4,3.809358306,759260
demo,148,4,3.812766803,759270
demo,148,4,3.81619299,759280
demo,148,4,3.820028721,759290
demo,148,4,3.824269088,759300
demo,148,4,3.828539767,759310
demo,148,4,3.832812701,759320
demo,148,4,3.837141266,759330
demo,148,4,3.841479919,759340
demo,148,4,3.845756542,759350
demo,148,4,3.849825138,759360
demo,148,4,3.853920419,759370
demo,148,4,3.858168905,759380
demo,148,4,3.862419521,759390
demo,148,4,3.866881071,759400
demo,148,4,3.87140577,759410
demo,148,4,3.87648731,759420
demo,148,4,3.881904898,759430
demo,148,4,3.88734067,759440
demo,148,4,3.893145642,759450
demo,148,4,3.89895268,759460
demo,148,4,3.904930073,759470
demo,148,4,3.910872018,759480
demo,148,4,3.916812317,759490
demo,148,4,3.922746438,759500
demo,148,4,3.92868262,759510
demo,148,4,3.934356687,759520
demo,148,4,3.939391599,759530
demo,148,4,3.944188744,759540
demo,148,4,3.948816641,759550
demo,148,4,3.953365037,759560
demo,148,4,3.957613308,759570
demo,148,4,3.961863679,759580
demo,148,4,3.965815163,759590
demo,148,4,3.969630593,759600
demo,148,4,3.973354731,759610
demo,148,4,3.976980124,759620
demo,148,4,3.980593744,759630
demo,148,4,3.984102151,759640
demo,148,4,3.987715916,759650
demo,148,4,3.992037282,759660
demo,148,4,3.99634249,759670
demo,148,3.966310389,3.999999999,759680
demo,148,3.760674739,3.999999969,759690
demo,148,3.580812544,4.000000779,759700
demo,148,3.418832508,3.999999258,759710
demo,148,3.268664683,4.000001667,759720
demo,148,3.136824531,3.999984128,759730
demo,148,3.016523583,3.999999866,759740
demo,148,2.899993872,4.00000005,759750
demo,148,2.787905644,4.00000002,759760
demo,148,2.680179447,3.99999723,759770
demo,148,2.576749072,3.999998256,759780
demo,148,2.477463159,4.000001587,759790
demo,148,2.381725187,4.000001347,759800
demo,148,2.289869155,3.999999027,759810
demo,148,2.20152465,3.999999101,759820
demo,148,2.113104747,3.999970267,759830
demo,148,2.01350641,4.000011794,759840
demo,148,1.917046094,3.999993948,759850
demo,148,1.827357358,4.000002211,759860
demo,148,1.741823626,3.999999983,759870
demo,148,1.66054062,3.999998857,759880
demo,148,1.583312898,3.999999352,759890
demo,148,1.509824529,3.999999555,759900
demo,148,1.439833633,3.999999962,759910
demo,148,1.373077469,3.99999969,759920
demo,148,1.309494058,3.999999316,759930
demo,148,1.248834057,3.999999404,759940
demo,148,1.191005234,4.000000086,759950
demo,148,1.135853998,4.000000418,759960
demo,148,1.083206176,4.000000125,759970
demo,148,1.032868429,3.9999974,759980
demo,148,0.984555044,3.999986633,759990
demo,148,0.938119056,4.000008519,760000
demo,148,0.893114269,4.000016258,760010
demo,148,0.849320582,4.000002269,760020
demo,148,0.808004139,3.999995294,760030
demo,148,0.769374047,4.000001294,760040
demo,148,0.732251251,3.999999993,760050
demo,148,0.69699761,4.000000218,760060
demo,148,0.663415064,3.999999953,760070
demo,148,0.631468903,3.999999889,760080
demo,148,0.601084358,3.99999996,760090
demo,148,0.572158734,3.999999999,760100
demo,148,0.544621794,3.999999944,760110
demo,148,0.51840805,3.999999952,760120
demo,148,0.493434417,4.000000014,760130
demo,148,0.46967719,4.000000045,760140
demo,148,0.447074309,4.00000004,760150
demo,148,0.42554162,4.000000035,760160
demo,148,0.405055947,4.000000031,760170
demo,148,0.385558949,4.000000012,760180
demo,148,0.366987492,3.999999977,760190
demo,148,0.349322344,3.999999969,760200
demo,148,0.332506869,3.99999998,760210
demo,148,0.316491706,3.999999991,760220
demo,148,0.301257522,3.999999996,760230
demo,148,0.286752082,4.000000003,760240
demo,148,0.272935745,4.000000013,760250
demo,148,0.259787196,4.000000012,760260
demo,148,0.247266657,3.999999999,760270
demo,148,0.235343957,3.999999987,760280
demo,148,0.223996724,3.999999983,760290
demo,148,0.213197311,3.999999982,760300
demo,148,0.202914842,3.999999984,760310
demo,148,0.193125888,3.999999992,760320
demo,148,0.183810131,4.000000011,760330
demo,148,0.17494272,4.000000023,760340
demo,148,0.166502907,4.000000022,760350
demo,148,0.158471043,4.000000013,760360
demo,148,0.150825437,4.000000005,760370
demo,148,0.143548175,3.999999993,760380
demo,148,0.136621432,3.999999971,760390
demo,148,0.130027449,3.999999951,760400
demo,148,0.123751691,3.999999939,760410
demo,148,0.117779832,3.999999939,760420
demo,148,0.112097548,3.999999957,760430
demo,148,0.106690512,3.999999998,760440
demo,148,0.101540372,4.000000016,760450
demo,148,-2,3.95508988,760460
demo,148,-2,3.950390204,760470
demo,148,-2,3.946555081,760480
demo,148,-2,3.943258194,760490
demo,148,-2,3.940305235,760500
demo,148,-2,3.937565125,760510
demo,148,-2,3.934954826,760520
demo,148,-2,3.932426559,760530
demo,148,-2,3.929969906,760540
demo,148,-2,3.927620777,760550
demo,148,-2,3.925290471,760560
demo,148,-2,3.922971584,760570
demo,148,-2,3.92066059,760580
demo,148,-2,3.91835385,760590
demo,148,-2,3.91604942,760600
demo,148,-2,3.913746571,760610
demo,148,-2,3.911444303,760620
demo,148,-2,3.909142595,760630
demo,148,-2,3.906840637,760640
demo,148,-2,3.904536649,760650
demo,148,-2,3.902396443,760660
demo,148,-2,3.900512845,760670
demo,148,-2,3.898628896,760680
demo,148,-2,3.896743024,760690
demo,148,-2,3.894855641,760700
demo,148,-2,3.892968049,760710
demo,148,-2,3.891080159,760720
demo,148,-2,3.88919188,760730
demo,148,-2,3.887298968,760740
demo,148,-2,3.885404978,760750
demo,148,-2,3.883510719,760760
demo,148,-2,3.881616187,760770
demo,148,-2,3.879720503,760780
demo,148,-2,3.877817323,760790
demo,148,-2,3.875819937,760800
demo,148,-2,3.873733372,760810
demo,148,-2,3.871646508,760820
demo,148,-2,3.869554367,760830
demo,148,-2,3.867453685,760840
demo,148,-2,3.865352694,760850
demo,148,-2,3.863251417,760860
demo,148,-2,3.861149857,760870
demo,148,-2,3.859033865,760880
demo,148,-2,3.856909809,760890
demo,148,-2,3.854785474,760900
demo,148,-2,3.852660862,760910
demo,148,-2,3.850535975,760920
demo,148,-2,3.848377319,760930
demo,148,-2,3.846539862,760940
demo,148,-2,3.844809215,760950
demo,148,-2,3.843078296,760960
demo,148,-2,3.841336059,760970
demo,148,-2,3.839543927,760980
demo,148,-2,3.837751526,760990
demo,148,-2,3.835958856,761000
demo,148,-2,3.83416592,761010
demo,148,-2,3.832328935,761020
demo,148,-2,3.830438297,761030
demo,148,-2,3.828547394,761040
demo,148,-2,3.826656226,761050
demo,148,-2,3.824746109,761060
demo,148,-2,3.82267565,761070
demo,148,-2,3.820564096,761080
demo,148,-2,3.818452283,761090
demo,148,-2,3.816340211,761100
demo,148,-2,3.814227881,761110
demo,148,-2,3.811925774,761120
demo,148,-2,3.809621019,761130
demo,148,-2,3.807316008,761140
demo,148,-2,3.805010742,761150
demo,148,-2,3.802653193,761160
demo,148,-2,3.800144194,761170
demo,148,-2,3.79763494,761180
demo,148,-2,3.795123562,761190
demo,148,-2,3.792298603,761200
demo,148,-2,3.78940003,761210
demo,148,-2,3.786434686,761220
demo,148,-2,3.783469087,761230
demo,148,-2,3.780503235,761240
demo,148,-2,3.77753713,761250
demo,148,-2,3.774566036,761260
demo,148,-2,3.771593452,761270
demo,148,-2,3.768620615,761280
demo,148,-2,3.765647523,761290
demo,148,-2,3.762624794,761300
demo,148,-2,3.759716591,761310
demo,148,-2,3.756808132,761320
demo,148,-2,3.753899419,761330
demo,148,-2,3.75099045,761340
demo,148,-2,3.748144416,761350
demo,148,-2,3.74542656,761360
demo,148,-2,3.742708447,761370
demo,148,-2,3.739990077,761380
demo,148,-2,3.73727145,761390
demo,148,-2,3.734660704,761400
demo,148,-2,3.732239838,761410
demo,148,-2,3.729964796,761420
demo,148,-2,3.727689493,761430
demo,148,-2,3.725413929,761440
demo,148,-2,3.723255042,761450
demo,148,-2,3.721113891,761460
demo,148,-2,3.718972477,761470
demo,148,-2,3.716830798,761480
demo,148,-2,3.71470071,761490
demo,148,-2,3.712646298,761500
demo,148,-2,3.710591617,761510
demo,148,-2,3.708536669,761520
demo,148,-2,3.706481451,761530
demo,148,-2,3.704376568,761540
demo,148,-2,3.702183599,761550
demo,148,-2,3.699990356,761560
demo,148,-2,3.69779684,761570
demo,148,-2,3.695603049,761580
demo,148,-2,3.693429568,761590
demo,148,-2,3.691265861,761600
demo,148,-2,3.689101874,761610
demo,148,-2,3.686937606,761620
demo,148,-2,3.684773055,761630
demo,148,-2,3.682625502,761640
demo,148,-2,3.680478759,761650
demo,148,-2,3.678331729,761660
demo,148,-2,3.67657442,761670
demo,148,-2,3.67482483,761680
demo,148,-2,3.673085,761690
demo,148,-2,3.671344874,761700
demo,148,-2,3.669604451,761710
demo,148,-2,3.667863728,761720
demo,148,-2,3.666128059,761730
demo,148,-2,3.664397953,761740
demo,148,-2,3.66266754,761750
demo,148,-2,3.660936819,761760
demo,148,-2,3.659205786,761770
demo,148,-2,3.657483602,761780
demo,148,-2,3.655764226,761790
demo,148,-2,3.654044531,761800
demo,148,-2,3.652359708,761810
demo,148,-2,3.650780427,761820
demo,148,-2,3.649215319,761830
demo,148,-2,3.64764988,761840
demo,148,-2,3.646084107,761850
demo,148,-2,3.644517999,761860
demo,148,-2,3.64295648,761870
demo,148,-2,3.641407136,761880
demo,148,-2,3.639857445,761890
demo,148,-2,3.638307406,761900
demo,148,-2,3.636757013,761910
demo,148,-2,3.635216968,761920
demo,148,-2,3.633685288,761930
demo,148,-2,3.632153244,761940
demo,148,-2,3.630620832,761950
demo,148,-2,3.629088048,761960
demo,148,-2,3.627577749,761970
demo,148,-2,3.626072109,761980
demo,148,-2,3.624566086,761990
demo,148,-2,3.623059673,762000
demo,148,-2,3.621553546,762010
demo,148,-2,3.620145268,762020
demo,148,-2,3.618830561,762030
demo,148,-2,3.617515447,762040
demo,148,-2,3.61619992,762050
demo,148,-2,3.61488472,762060
demo,148,-2,3.613570443,762070
demo,148,-2,3.612255737,762080
demo,148,-2,3.610940598,762090
demo,148,-2,3.609625019,762100
demo,148,-2,3.608308708,762110
demo,148,-2,3.606991774,762120
demo,148,-2,3.605674383,762130
demo,148,-2,3.604356527,762140
demo,148,-2,3.603038202,762150
demo,148,-2,3.60170052,762160
demo,148,-2,3.600360093,762170
demo,148,-2,3.599019175,762180
demo,148,-2,3.59767776,762190
demo,148,-2,3.596328359,762200
demo,148,-2,3.594939593,762210
demo,148,-2,3.593550307,762220
demo,148,-2,3.592263631,762230
demo,148,-2,3.591137026,762240
demo,148,-2,3.589978983,762250
demo,148,-2,3.58877941,762260
demo,148,-2,3.587579274,762270
demo,148,-2,3.586378568,762280
demo,148,-2,3.585177281,762290
demo,148,-2,3.583907672,762300
demo,148,-2,3.582608195,762310
demo,148,-2,3.581308109,762320
demo,148,-2,3.580007402,762330
demo,148,-2,3.578706065,762340
demo,148,-2,3.577289419,762350
demo,148,-2,3.57586817,762360
demo,148,-2,3.574446256,762370
demo,148,-2,3.573023665,762380
demo,148,-2,3.571568862,762390
demo,148,-2,3.570010809,762400
demo,148,-2,3.568452041,762410
demo,148,-2,3.566892545,762420
demo,148,-2,3.56529342,762430
demo,148,-2,3.563582318,762440
demo,148,-2,3.561800093,762450
demo,148,-2,3.560017082,762460
demo,148,-2,3.558233271,762470
demo,148,-2,3.556448643,762480
demo,148,-2,3.554554244,762490
demo,148,-2,3.552626811,762500
demo,148,-2,3.55069851,762510
demo,148,-2,3.548769322,762520
demo,148,-2,3.546833862,762530
demo,148,-2,3.544769786,762540
demo,148,-2,3.542704764,762550
demo,148,-2,3.540638777,762560
demo,148,-2,3.538571803,762570
demo,148,-2,3.536467019,762580
demo,148,-2,3.534278794,762590
demo,148,-2,3.532089514,762600
demo,148,-2,3.529899152,762610
demo,148,-2,3.527707685,762620
demo,148,-2,3.525457465,762630
demo,148,-2,3.523215636,762640
demo,148,-2,3.52097262,762650
demo,148,-2,3.518728387,762660
demo,148,-2,3.516482908,762670
demo,148,-2,3.51416446,762680
demo,148,-2,3.511831593,762690
demo,148,-2,3.509497381,762700
demo,148,-2,3.50716179,762710
demo,148,-2,3.504816528,762720
demo,148,-2,3.502405499,762730
demo,148,-2,3.499992978,762740
demo,148,-2,3.497578923,762750
demo,148,-2,3.495163292,762760
demo,148,-2,3.492717792,762770
demo,148,-2,3.490224946,762780
demo,148,-2,3.487730385,762790
demo,148,-2,3.48523406,762800
demo,148,-2,3.48273592,762810
demo,148,-2,3.48016793,762820
demo,148,-2,3.477561481,762830
demo,148,-2,3.474953047,762840
demo,148,-2,3.472283881,762850
demo,148,-2,3.469526608,762860
demo,148,-2,3.466593624,762870
demo,148,-2,3.463643057,762880
demo,148,-2,3.46069017,762890
demo,148,-2,3.457734886,762900
demo,148,-2,3.454712995,762910
demo,148,-2,3.451410044,762920
demo,148,-2,3.448104442,762930
demo,148,-2,3.444796094,762940
demo,148,-2,3.441483911,762950
demo,148,-2,3.437906845,762960
demo,148,-2,3.43405649,762970
demo,148,-2,3.430202965,762980
demo,148,-2,3.426346149,762990
demo,148,-2,3.422485916,763000
demo,148,-2,3.418300665,763010
demo,148,-2,3.413989078,763020
demo,148,-2,3.409673648,763030
